SF,TP,CL,len_CL,len_SF
3001888,1,1000004,1,1
3000532,1,1000001,1,1
3000170,1,1000001,1,1
3001891,1,1000000,1,1
3001581,1,1000003,1,1
3001576,1,1000003,1,1
3000712,1,1000000,1,1
3000525,1,1000001,1,1
3001899,1,1000004,1,1
3001901,1,1000000,1,1
3001904,1,1000000,1,1
3001565,1,1000000,1,1
3001906,1,1000000,1,1
3001562,1,1000000,1,1
3001909,1,1000000,1,1
3000720,1,1000004,1,1
3001597,1,1000001,1,1
3001598,1,1000001,1,1
3000536,1,1000003,1,1
3001855,1,1000000,1,1
3000551,1,1000004,1,1
3001858,1,1000001,1,1
3001617,1,1000003,1,1
3000548,1,1000004,1,1
3001614,1,1000004,1,1
3000546,1,1000001,1,1
3001612,1,1000000,1,1
3001610,1,1000003,1,1
3000719,1,1000000,1,1
3000541,1,1000001,1,1
3001603,1,1000002,1,1
3000540,1,1000000,1,1
3001601,1,1000000,1,1
3001600,1,1000000,1,1
3001877,1,1000003,1,1
3001599,1,1000003,1,1
3001912,1,1000003,1,1
3001916,1,1000000,1,1
3000505,1,1000004,1,1
3001958,1,1000000,1,1
3000461,1,1000003,1,1
3000460,1,1000004,1,1
3001963,1,1000003,1,1
3000459,1,1000000,1,1
3000457,1,1000004,1,1
3001968,1,1000000,1,1
3001969,1,1000002,1,1
3001970,1,1000003,1,1
3001505,1,1000003,1,1
3001972,1,1000001,1,1
3000450,1,1000001,1,1
3001977,1,1000000,1,1
3000763,1,1000003,1,1
3001980,1,1000000,1,1
3001494,1,1000004,1,1
3000185,1,1000004,1,1
3001985,1,1000000,1,1
3001960,1,1000003,1,1
3000462,1,1000001,1,1
3001548,1,1000003,1,1
3001506,1,1000000,1,1
3000496,1,1000003,1,1
3001539,1,1000003,1,1
3001537,1,1000001,1,1
3001932,1,1000003,1,1
3000747,1,1000003,1,1
3000485,1,1000004,1,1
3000748,1,1000003,1,1
3000483,1,1000001,1,1
3000749,1,1000000,1,1
3000477,1,1000004,1,1
3000184,1,1000000,1,1
3001521,1,1000000,1,1
3001520,1,1000003,1,1
3001519,1,1000003,1,1
3000755,1,1000003,1,1
3001507,1,1000001,1,1
3001954,1,1000001,1,1
3001854,1,1000004,1,1
3000179,1,1000003,1,1
3000910,1,1000003,1,1
3001692,1,1000004,1,1
3000619,1,1000000,1,1
3000660,1,1000002,1,1
3001762,1,1000001,1,1
3001765,1,1000000,1,1
3000617,1,1000003,1,1
3001767,1,1000000,1,1
3001693,1,1000003,1,1
3000616,1,1000000,1,1
3000661,1,1000002,1,1
3000556,1,1000002,1,1
3001689,1,1000000,1,1
3001777,1,1000004,1,1
3000173,1,1000001,1,1
3001783,1,1000003,1,1
3001784,1,1000000,1,1
3001787,1,1000003,1,1
3000667,1,1000002,1,1
3001675,1,1000000,1,1
3001697,1,1000003,1,1
3001699,1,1000004,1,1
3001757,1,1000003,1,1
3001700,1,1000002,1,1
3000636,1,1000000,1,1
3000650,1,1000000,1,1
3000651,1,1000003,1,1
3000652,1,1000001,1,1
3001718,1,1000001,1,1
3001740,1,1000003,1,1
3000631,1,1000002,1,1
3001714,1,1000000,1,1
3001713,1,1000003,1,1
3001710,1,1000001,1,1
3000629,1,1000003,1,1
3000656,1,1000003,1,1
3001708,1,1000004,1,1
3001749,1,1000000,1,1
3001751,1,1000004,1,1
3001752,1,1000004,1,1
3001703,1,1000000,1,1
3001791,1,1000000,1,1
3001669,1,1000003,1,1
3000682,1,1000003,1,1
3000141,1,1000000,1,1
3001638,1,1000003,1,1
3000700,1,1000000,1,1
3001833,1,1000003,1,1
3000177,1,1000004,1,1
3000178,1,1000003,1,1
3001631,1,1000000,1,1
3001629,1,1000003,1,1
3000566,1,1000001,1,1
3001626,1,1000000,1,1
3000171,1,1000003,1,1
3000561,1,1000002,1,1
3000710,1,1000003,1,1
3001845,1,1000000,1,1
3001846,1,1000000,1,1
3000559,1,1000000,1,1
3001620,1,1000000,1,1
3001850,1,1000003,1,1
3000574,1,1000001,1,1
3001640,1,1000000,1,1
3001797,1,1000003,1,1
3001824,1,1000000,1,1
3001798,1,1000001,1,1
3001661,1,1000003,1,1
3001803,1,1000000,1,1
3001660,1,1000001,1,1
3001659,1,1000000,1,1
3001806,1,1000000,1,1
3000596,1,1000000,1,1
3001809,1,1000000,1,1
3001657,1,1000001,1,1
3001653,1,1000000,1,1
3000588,1,1000000,1,1
3001816,1,1000004,1,1
3000172,1,1000003,1,1
3000694,1,1000001,1,1
3001646,1,1000000,1,1
3001643,1,1000001,1,1
3000578,1,1000003,1,1
3001988,1,1000000,1,1
3000444,1,1000002,1,1
3000764,1,1000000,1,1
3000356,1,1000001,1,1
3001370,1,1000000,1,1
3002149,1,1000000,1,1
3001369,1,1000000,1,1
3000367,1,1000003,1,1
3000861,1,1000002,1,1
3001364,1,1000000,1,1
3000361,1,1000001,1,1
3000360,1,1000003,1,1
3000349,1,1000001,1,1
3001992,1,1000000,1,1
3000872,1,1000002,1,1
3001356,1,1000003,1,1
3002172,1,1000003,1,1
3002173,1,1000000,1,1
3000347,1,1000003,1,1
3000875,1,1000000,1,1
3001352,1,1000003,1,1
3001351,1,1000003,1,1
3002147,1,1000003,1,1
3001372,1,1000000,1,1
3000857,1,1000001,1,1
3000854,1,1000003,1,1
3002118,1,1000003,1,1
3001400,1,1000003,1,1
3001394,1,1000000,1,1
3000834,1,1000003,1,1
3000377,1,1000003,1,1
3000839,1,1000000,1,1
3000841,1,1000001,1,1
3001388,1,1000003,1,1
3000088,1,1000000,1,1
3001385,1,1000001,1,1
3000373,1,1000000,1,1
3000842,1,1000003,1,1
3002135,1,1000003,1,1
3000372,1,1000003,1,1
3000843,1,1000003,1,1
3000852,1,1000004,1,1
3002140,1,1000000,1,1
3001349,1,1000002,1,1
3001348,1,1000000,1,1
3000879,1,1000002,1,1
3002229,1,1000004,1,1
3001327,1,1000000,1,1
3000892,1,1000001,1,1
3001324,1,1000000,1,1
3002236,1,1000000,1,1
3000897,1,1000000,1,1
3001321,1,1000000,1,1
3002241,1,1000003,1,1
3002242,1,1000001,1,1
3000105,1,1000003,1,1
3002244,1,1000003,1,1
3000899,1,1000003,1,1
3001314,1,1000003,1,1
3000316,1,1000003,1,1
3000901,1,1000000,1,1
3001309,1,1000003,1,1
3000315,1,1000001,1,1
3000906,1,1000001,1,1
3002230,1,1000001,1,1
3002228,1,1000001,1,1
3002187,1,1000003,1,1
3002227,1,1000001,1,1
3002189,1,1000004,1,1
3000644,1,1000000,1,1
3000342,1,1000000,1,1
3000341,1,1000003,1,1
3001344,1,1000000,1,1
3002202,1,1000003,1,1
3000881,1,1000000,1,1
3001341,1,1000001,1,1
3001340,1,1000000,1,1
3001338,1,1000000,1,1
3002216,1,1000004,1,1
3001333,1,1000000,1,1
3000887,1,1000000,1,1
3000326,1,1000001,1,1
3000891,1,1000003,1,1
3002225,1,1000003,1,1
3001328,1,1000000,1,1
3001403,1,1000003,1,1
3000826,1,1000003,1,1
3000380,1,1000003,1,1
3000772,1,1000000,1,1
3000425,1,1000001,1,1
3000422,1,1000003,1,1
3001469,1,1000000,1,1
3002029,1,1000000,1,1
3002030,1,1000002,1,1
3001467,1,1000003,1,1
3000775,1,1000000,1,1
3002035,1,1000002,1,1
3000778,1,1000003,1,1
3000783,1,1000001,1,1
3000420,1,1000004,1,1
3000188,1,1000000,1,1
3000418,1,1000000,1,1
3000417,1,1000002,1,1
3000413,1,1000002,1,1
3000786,1,1000000,1,1
3000410,1,1000002,1,1
3000187,1,1000004,1,1
3001477,1,1000000,1,1
3001450,1,1000000,1,1
3000432,1,1000004,1,1
3000765,1,1000000,1,1
3001998,1,1000000,1,1
3001487,1,1000003,1,1
3001486,1,1000003,1,1
3000438,1,1000003,1,1
3002002,1,1000001,1,1
3002003,1,1000000,1,1
3000767,1,1000002,1,1
3001483,1,1000003,1,1
3002007,1,1000001,1,1
3002008,1,1000001,1,1
3002009,1,1000001,1,1
3001482,1,1000003,1,1
3001481,1,1000003,1,1
3002012,1,1000003,1,1
3002013,1,1000000,1,1
3002016,1,1000000,1,1
3000409,1,1000001,1,1
3001448,1,1000003,1,1
3001406,1,1000000,1,1
3001428,1,1000000,1,1
3001425,1,1000004,1,1
3001424,1,1000000,1,1
3002091,1,1000002,1,1
3001423,1,1000003,1,1
3001422,1,1000003,1,1
3002094,1,1000001,1,1
3000808,1,1000003,1,1
3001419,1,1000000,1,1
3000817,1,1000003,1,1
3001417,1,1000003,1,1
3001416,1,1000000,1,1
3001415,1,1000000,1,1
3002105,1,1000003,1,1
3000820,1,1000000,1,1
3001411,1,1000002,1,1
3000823,1,1000003,1,1
3000381,1,1000000,1,1
3000805,1,1000000,1,1
3002086,1,1000001,1,1
3001447,1,1000003,1,1
3001429,1,1000000,1,1
3000795,1,1000003,1,1
3000191,1,1000000,1,1
3000400,1,1000001,1,1
3000801,1,1000003,1,1
3000397,1,1000001,1,1
3001440,1,1000004,1,1
3001438,1,1000000,1,1
3001437,1,1000004,1,1
3000803,1,1000003,1,1
3000392,1,1000004,1,1
3002072,1,1000000,1,1
3002073,1,1000003,1,1
3001434,1,1000003,1,1
3001432,1,1000000,1,1
3000391,1,1000001,1,1
3002082,1,1000001,1,1
3001430,1,1000001,1,1
3001828,1,1000001,1,1
